Horario,Temp[ºC],Hum[%],Pres[hPa],VDir[gr],VVel[km/h]
2018-02-20 19:00:00,25.2,45.0,1009.4,180.0,26.0
2018-02-20 20:00:00,23.4,42.0,1010.6,180.0,19.0
2018-02-20 21:00:00,21.3,56.0,1011.5,180.0,15.0
2018-02-20 22:00:00,19.8,63.0,1013.3,200.0,20.0
2018-02-20 23:00:00,19.8,63.0,1014.0,200.0,26.0
2018-02-21 00:00:00,19.2,65.0,1012.9,160.0,15.0
2018-02-21 01:00:00,18.5,66.0,1013.1,180.0,15.0
2018-02-21 02:00:00,15.9,77.0,1013.2,180.0,13.0
2018-02-21 03:00:00,15.4,81.0,1012.9,180.0,11.0
2018-02-21 04:00:00,14.5,86.0,1013.4,200.0,11.0
2018-02-21 05:00:00,14.4,86.0,1014.0,200.0,13.0
2018-02-21 06:00:00,14.2,86.0,1014.7,200.0,11.0
2018-02-21 07:00:00,13.5,90.0,1015.7,200.0,13.0
2018-02-21 08:00:00,15.1,84.0,1016.1,180.0,13.0
2018-02-21 09:00:00,18.4,72.0,1016.2,140.0,9.0
2018-02-21 10:00:00,21.9,59.0,1016.4,140.0,11.0
2018-02-21 11:00:00,23.8,54.0,1016.2,160.0,19.0
2018-02-21 12:00:00,25.1,42.0,1016.0,160.0,19.0
2018-02-21 13:00:00,25.6,43.0,1015.4,200.0,22.0
2018-02-21 14:00:00,27.8,34.0,1015.0,180.0,20.0
2018-02-21 15:00:00,27.6,34.0,1014.4,200.0,17.0
2018-02-21 16:00:00,27.9,34.0,1013.5,180.0,20.0
2018-02-21 17:00:00,27.6,30.0,1013.0,180.0,22.0
2018-02-21 18:00:00,27.1,32.0,1013.1,200.0,24.0
2018-02-21 19:00:00,25.6,36.0,1013.4,180.0,19.0
2018-02-21 20:00:00,23.5,45.0,1013.9,180.0,11.0
2018-02-21 21:00:00,21.9,53.0,1014.2,180.0,11.0
2018-02-21 22:00:00,20.2,61.0,1014.9,180.0,11.0
2018-02-21 23:00:00,18.8,66.0,1015.5,200.0,9.0
2018-02-22 00:00:00,17.7,70.0,1015.1,200.0,9.0
2018-02-22 01:00:00,16.5,79.0,1015.6,230.0,4.0
2018-02-22 02:00:00,16.0,75.0,1015.4,180.0,13.0
2018-02-22 03:00:00,15.2,79.0,1015.2,140.0,6.0
2018-02-22 04:00:00,14.1,82.0,1015.1,160.0,7.0
2018-02-22 05:00:00,14.4,80.0,1015.3,180.0,9.0
2018-02-22 06:00:00,14.2,81.0,1015.9,180.0,9.0
2018-02-22 07:00:00,13.9,79.0,1016.8,180.0,6.0
2018-02-22 08:00:00,15.8,78.0,1017.3,270.0,4.0
2018-02-22 09:00:00,20.4,77.0,1017.6,360.0,7.0
2018-02-22 10:00:00,23.7,64.0,1017.8,360.0,6.0
2018-02-22 11:00:00,25.4,50.0,1018.0,90.0,6.0
2018-02-22 12:00:00,27.9,34.0,1017.7,90.0,6.0
2018-02-22 13:00:00,27.9,36.0,1017.4,70.0,13.0
2018-02-22 14:00:00,28.4,38.0,1016.9,20.0,17.0
2018-02-22 15:00:00,29.0,38.0,1016.1,230.0,6.0
2018-02-22 16:00:00,28.2,42.0,1015.5,50.0,9.0
2018-02-22 17:00:00,28.1,42.0,1015.0,50.0,19.0
2018-02-22 18:00:00,27.3,44.0,1014.8,70.0,19.0
2018-02-22 19:00:00,26.0,47.0,1014.7,50.0,15.0
2018-02-22 20:00:00,23.6,56.0,1015.1,70.0,11.0
2018-02-22 21:00:00,23.2,59.0,1015.4,70.0,9.0
2018-02-22 22:00:00,22.6,62.0,1015.8,110.0,4.0
2018-02-22 23:00:00,20.6,69.0,1016.0,0.0,0.0
2018-02-23 00:00:00,19.2,78.0,1015.8,0.0,0.0
2018-02-23 01:00:00,17.9,82.0,1016.0,0.0,0.0
2018-02-23 02:00:00,20.0,68.0,1015.7,70.0,7.0
2018-02-23 03:00:00,18.1,78.0,1015.6,0.0,0.0
2018-02-23 04:00:00,16.3,83.0,1015.6,140.0,6.0
2018-02-23 05:00:00,16.3,78.0,1015.4,140.0,4.0
2018-02-23 06:00:00,15.3,84.0,1015.5,140.0,4.0
2018-02-23 07:00:00,15.1,86.0,1016.1,90.0,4.0
2018-02-23 08:00:00,18.9,72.0,1016.7,70.0,6.0
2018-02-23 09:00:00,22.2,57.0,1017.0,70.0,7.0
2018-02-23 10:00:00,23.6,54.0,1017.2,50.0,13.0
2018-02-23 11:00:00,25.1,49.0,1017.3,20.0,15.0
2018-02-23 12:00:00,27.8,37.0,1016.8,70.0,15.0
2018-02-23 13:00:00,28.9,30.0,1016.5,70.0,20.0
2018-02-23 14:00:00,29.4,29.0,1016.0,90.0,20.0
2018-02-23 15:00:00,29.8,35.0,1015.5,90.0,17.0
2018-02-23 16:00:00,29.5,30.0,1014.7,50.0,19.0
2018-02-23 17:00:00,29.4,34.0,1014.4,90.0,20.0
2018-02-23 18:00:00,29.4,33.0,1014.3,110.0,22.0
2018-02-23 19:00:00,28.6,35.0,1014.5,110.0,22.0
2018-02-23 20:00:00,27.0,43.0,1015.1,110.0,17.0
2018-02-23 21:00:00,26.3,52.0,1015.4,140.0,20.0
2018-02-23 22:00:00,25.8,52.0,1015.8,110.0,26.0
2018-02-23 23:00:00,25.2,51.0,1015.9,90.0,26.0
2018-02-24 00:00:00,24.4,54.0,1015.9,90.0,26.0
2018-02-24 01:00:00,24.0,55.0,1016.1,90.0,22.0
2018-02-24 02:00:00,23.3,58.0,1016.6,90.0,20.0
2018-02-24 03:00:00,22.6,63.0,1017.3,90.0,13.0
2018-02-24 04:00:00,21.6,70.0,1017.4,110.0,9.0
2018-02-24 05:00:00,21.2,71.0,1017.5,90.0,13.0
2018-02-24 06:00:00,20.4,74.0,1017.5,90.0,15.0
2018-02-24 07:00:00,20.2,72.0,1018.0,90.0,17.0
2018-02-24 08:00:00,21.6,67.0,1018.4,90.0,22.0
2018-02-24 09:00:00,22.7,63.0,1018.7,70.0,22.0
2018-02-24 10:00:00,24.1,58.0,1018.7,70.0,17.0
2018-02-24 11:00:00,25.9,54.0,1018.5,70.0,13.0
2018-02-24 12:00:00,27.4,55.0,1018.3,50.0,11.0
2018-02-24 13:00:00,29.0,42.0,1017.7,70.0,15.0
2018-02-24 14:00:00,29.7,44.0,1017.3,90.0,15.0
2018-02-24 15:00:00,29.8,35.0,1016.9,90.0,13.0
2018-02-24 16:00:00,30.0,35.0,1016.6,90.0,17.0
2018-02-24 17:00:00,29.1,33.0,1016.3,90.0,15.0
2018-02-24 18:00:00,28.5,35.0,1015.6,110.0,17.0
2018-02-24 19:00:00,27.7,39.0,1015.7,90.0,13.0
2018-02-24 20:00:00,27.0,45.0,1016.1,110.0,17.0
2018-02-24 21:00:00,26.4,51.0,1016.7,110.0,15.0
2018-02-24 22:00:00,25.8,53.0,1017.3,110.0,17.0
2018-02-24 23:00:00,25.2,47.0,1017.5,110.0,15.0
2018-02-25 00:00:00,23.7,62.0,1017.6,90.0,17.0
2018-02-25 01:00:00,23.2,51.0,1017.6,90.0,17.0
2018-02-25 02:00:00,22.4,66.0,1017.5,110.0,19.0
2018-02-25 03:00:00,22.0,67.0,1016.9,90.0,22.0
2018-02-25 04:00:00,21.1,73.0,1016.5,90.0,22.0
2018-02-25 05:00:00,21.0,75.0,1016.7,90.0,15.0
2018-02-25 06:00:00,20.6,77.0,1016.7,90.0,15.0
2018-02-25 07:00:00,20.3,79.0,1017.1,90.0,15.0
2018-02-25 08:00:00,20.4,79.0,1017.5,90.0,15.0
2018-02-25 09:00:00,22.7,70.0,1018.2,90.0,13.0
2018-02-25 10:00:00,24.0,65.0,1018.4,90.0,13.0
2018-02-25 11:00:00,25.8,60.0,1018.1,70.0,13.0
2018-02-25 12:00:00,27.8,53.0,1017.5,110.0,11.0
2018-02-25 13:00:00,28.6,51.0,1017.0,50.0,13.0
2018-02-25 14:00:00,30.5,39.0,1016.7,50.0,11.0
2018-02-25 15:00:00,30.4,35.0,1015.9,70.0,17.0
2018-02-25 16:00:00,29.7,37.0,1015.4,110.0,11.0
2018-02-25 17:00:00,30.0,37.0,1014.9,70.0,17.0
2018-02-25 18:00:00,28.8,39.0,1014.7,110.0,13.0
2018-02-25 19:00:00,28.4,42.0,1015.0,110.0,11.0
2018-02-25 20:00:00,27.4,45.0,1015.1,110.0,15.0
2018-02-25 21:00:00,26.8,53.0,1015.1,110.0,15.0
2018-02-25 22:00:00,26.7,52.0,1015.5,110.0,17.0
2018-02-25 23:00:00,25.7,61.0,1015.7,110.0,15.0
2018-02-26 00:00:00,24.6,64.0,1015.7,90.0,17.0
2018-02-26 01:00:00,23.9,66.0,1015.7,90.0,19.0
2018-02-26 02:00:00,22.8,75.0,1016.6,160.0,6.0
2018-02-26 03:00:00,21.2,86.0,1015.7,110.0,19.0
2018-02-26 04:00:00,20.9,88.0,1015.2,140.0,11.0
2018-02-26 05:00:00,21.3,78.0,1014.6,90.0,20.0
2018-02-26 06:00:00,21.1,82.0,1015.5,90.0,6.0
2018-02-26 07:00:00,20.3,88.0,1016.7,270.0,17.0
2018-02-26 08:00:00,19.6,87.0,1016.8,230.0,4.0
2018-02-26 09:00:00,19.7,89.0,1017.0,50.0,7.0
2018-02-26 10:00:00,19.8,89.0,1016.9,70.0,7.0
2018-02-26 11:00:00,19.9,92.0,1016.6,50.0,9.0
2018-02-26 12:00:00,23.3,78.0,1015.4,90.0,13.0
2018-02-26 13:00:00,26.0,62.0,1014.8,50.0,15.0
2018-02-26 14:00:00,27.4,54.0,1014.1,70.0,15.0
2018-02-26 15:00:00,28.0,52.0,1013.3,90.0,9.0
2018-02-26 16:00:00,28.8,48.0,1012.3,70.0,15.0
2018-02-26 17:00:00,28.9,46.0,1011.6,90.0,11.0
2018-02-26 18:00:00,28.3,45.0,1011.1,70.0,11.0
2018-02-26 19:00:00,27.6,48.0,1011.2,90.0,13.0
2018-02-26 20:00:00,25.4,63.0,1011.3,90.0,9.0
2018-02-26 21:00:00,24.5,65.0,1011.6,90.0,6.0
2018-02-26 22:00:00,24.3,67.0,1011.8,110.0,11.0
2018-02-26 23:00:00,24.4,63.0,1012.0,90.0,9.0
2018-02-27 00:00:00,24.6,62.0,1011.8,90.0,22.0
2018-02-27 01:00:00,23.2,69.0,1011.7,90.0,17.0
2018-02-27 02:00:00,22.2,73.0,1011.8,90.0,11.0
2018-02-27 03:00:00,21.4,78.0,1011.6,90.0,13.0
2018-02-27 04:00:00,20.8,81.0,1011.2,90.0,9.0
2018-02-27 05:00:00,20.3,85.0,1011.5,90.0,9.0
2018-02-27 06:00:00,19.0,89.0,1011.6,90.0,9.0
2018-02-27 07:00:00,19.2,89.0,1011.7,90.0,6.0
2018-02-27 08:00:00,20.0,89.0,1012.2,110.0,6.0
2018-02-27 09:00:00,23.8,67.0,1012.5,70.0,7.0
2018-02-27 10:00:00,25.7,61.0,1012.9,50.0,11.0
2018-02-27 11:00:00,27.6,52.0,1012.8,340.0,7.0
2018-02-27 12:00:00,29.6,40.0,1012.1,360.0,9.0
2018-02-27 13:00:00,30.9,39.0,1011.4,180.0,7.0
2018-02-27 14:00:00,30.6,39.0,1010.6,20.0,9.0
2018-02-27 15:00:00,30.6,39.0,1010.1,70.0,13.0
2018-02-27 16:00:00,31.2,37.0,1009.5,90.0,11.0
2018-02-27 17:00:00,30.6,39.0,1009.3,110.0,6.0
2018-02-27 18:00:00,29.6,48.0,1008.7,20.0,6.0
2018-02-27 19:00:00,28.6,51.0,1008.5,250.0,7.0
2018-02-27 20:00:00,26.2,62.0,1009.1,230.0,9.0
2018-02-27 21:00:00,25.7,68.0,1010.2,0.0,0.0
2018-02-27 22:00:00,25.2,67.0,1011.2,230.0,7.0
2018-02-27 23:00:00,24.4,72.0,1011.5,160.0,7.0
2018-02-28 00:00:00,23.7,74.0,1011.3,250.0,6.0
2018-02-28 01:00:00,22.0,81.0,1011.2,160.0,6.0
2018-02-28 02:00:00,22.4,78.0,1010.7,140.0,6.0
2018-02-28 03:00:00,21.7,80.0,1010.6,180.0,6.0
2018-02-28 04:00:00,20.4,85.0,1010.4,180.0,9.0
2018-02-28 05:00:00,20.6,81.0,1010.3,180.0,7.0
2018-02-28 06:00:00,20.6,87.0,1010.5,180.0,6.0
2018-02-28 07:00:00,20.8,86.0,1010.9,180.0,9.0
2018-02-28 08:00:00,19.5,89.0,1011.5,180.0,7.0
2018-02-28 09:00:00,21.7,83.0,1012.0,360.0,4.0
2018-02-28 10:00:00,26.1,67.0,1012.1,70.0,6.0
2018-02-28 11:00:00,28.6,59.0,1012.0,140.0,7.0
2018-02-28 12:00:00,30.1,47.0,1011.7,180.0,11.0
2018-02-28 13:00:00,29.7,51.0,1011.2,90.0,15.0
2018-02-28 14:00:00,30.8,44.0,1010.8,70.0,19.0
2018-02-28 15:00:00,31.4,41.0,1010.1,110.0,11.0
2018-02-28 16:00:00,31.1,43.0,1009.7,90.0,11.0
2018-02-28 17:00:00,30.9,39.0,1009.4,90.0,13.0
2018-02-28 18:00:00,30.6,39.0,1009.6,90.0,11.0
2018-02-28 19:00:00,28.8,44.0,1010.0,90.0,9.0
2018-02-28 20:00:00,27.4,56.0,1010.8,70.0,11.0
2018-02-28 21:00:00,26.4,65.0,1011.6,70.0,9.0
2018-02-28 22:00:00,25.8,66.0,1011.8,50.0,9.0
2018-02-28 23:00:00,25.9,68.0,1012.3,110.0,11.0
