AÑO,MES,MAQUINA,CENTRAL,AGENTE,AGENTE_DESCRIPCION,TIPO_MAQUINA,FUENTE_GENERACION,TECNOLOGIA,COMBUSTIBLE,CONSUMO
2014,2014-02-01,GUEMTV13,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,19764.207000000002
2014,2014-02-01,INDETG01,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,7391.35
2014,2014-02-01,INDETG02,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,7050.4220000000005
2014,2014-02-01,INTADI01,INTA,CTINTACG,CT INTA CATAMARCA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,256.231
2014,2014-02-01,ISVEDI01,ISVE,CTISLAVG,CT ISLA VERDE - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,294.753
2014,2014-02-01,JUARDI01,JUAR,CTJUAREG,CT ING JUAREZ - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,340.562
2014,2014-02-01,JUNIDI01,JUNI,CTJUNING,CT JUNIN - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,1578.6760000000002
2014,2014-02-01,LBANTG21,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2864.3070000000002
2014,2014-02-01,LBANTG22,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1127.367
2014,2014-02-01,LBLADI01,LBLA,CTLBLANG,CT LAGUNA BLANCA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,725.577
2014,2014-02-01,LDCUTG21,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,6236.881
2014,2014-02-01,LDCUTG22,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,4700.545
2014,2014-02-01,LDCUTG23,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1626.556
2014,2014-02-01,LDCUTG24,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1753.5
2014,2014-02-01,LDCUTG25,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,35693.063
2014,2014-02-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,6034.906
2014,2014-02-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,2146.346
2014,2014-02-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,5752.727
2014,2014-02-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,43.864000000000004
2014,2014-02-01,LDLATG01,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,21853.347
2014,2014-02-01,LDLATG02,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,22125.847
2014,2014-02-01,LDLATG03,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,22201.043
2014,2014-02-01,LEDETV01,LEDE,LEDESMYA,LEDESMA SAAI                  ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,86.834
2014,2014-02-01,LEVATG01,LEVA,EPECORDG,EPEC GENERACION               ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1983.67
2014,2014-02-01,LEVATG02,LEVA,EPECORDG,EPEC GENERACION               ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2519.088
2014,2014-02-01,LIBEDI01,LIBE,CTLIBSMG,CT LIBERTADOR GSM - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,339.474
2014,2014-02-01,LINCDI01,LINC,CTLINCOG,CT LINCOLN - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,613.42
2014,2014-02-01,LLOMDI01,LLOM,CTLOMITG,CT LAS LOMITAS - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,237.568
2014,2014-02-01,LOBODI01,LOBO,CTLOBBSG,CT LOBOS BS.AS - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,820.2040000000001
2014,2014-02-01,LPALDI01,LPAL,CTLPALMG,CT LAS PALMAS - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,391.387
2014,2014-02-01,LPLADI01,LPLA,CTLAPLAG,CT LA PLATA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,673.432
2014,2014-02-01,LRIDDI01,LRID,CTLARIOG,CT LA RIOJA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,322.42400000000004
2014,2014-02-01,LRIOTG21,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2241.2670000000003
2014,2014-02-01,LRIOTG21,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,(en blanco),(en blanco),GAS OIL,4.698
2014,2014-02-01,LRIOTG22,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,(en blanco),(en blanco),GAS OIL,202.673
2014,2014-02-01,LRIOTG23,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2.1
2014,2014-02-01,LRIOTG23,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,(en blanco),(en blanco),GAS OIL,257.333
2014,2014-02-01,LRISDI01,LRIS,CTLARSUG,CT LA RIOJA SUR- ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,175.52200000000002
2014,2014-02-01,MAGDDI01,MAGD,CTMAGDAG,CT MAGDALENA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,361.59200000000004
2014,2014-02-01,MATHTG01,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2008.814
2014,2014-02-01,MATHTG01,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS OIL,8.757
2014,2014-02-01,MATHTG02,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2015.16
2014,2014-02-01,MATHTG02,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS OIL,8.131
2014,2014-02-01,MDAJTG15,MDAJ,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1724.712
2014,2014-02-01,MDAJTG15,MDAJ,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS OIL,0.402
2014,2014-02-01,MDAJTG17,MDAJ,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1312.287
2014,2014-02-01,MDPATG12,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1688.6080000000002
2014,2014-02-01,MDPATG13,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,3760.0280000000002
2014,2014-02-01,MDPATG19,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1447.626
2014,2014-02-01,MDPATG20,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1781.699
2014,2014-02-01,MDPATG21,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,3614.579
2014,2014-02-01,MDPATG22,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,599.822
2014,2014-02-01,MDPATV07,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,2125.0440000000003
2014,2014-02-01,MDPATV08,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,283.116
2014,2014-02-01,MDPATV08,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,4331.936000000001
2014,2014-02-01,MIR1DI01,MIR1,CTMIRMAG,CT MIRAMAR I - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,364.653
2014,2014-02-01,MMARTG01,MMAR,GMEDITEG,GEN.MEDITERRANEA (EX ENRON),TURBO GAS,(en blanco),(en blanco),GAS NATURAL,6080.3460000000005
2014,2014-02-01,MMARTG02,MMAR,GMEDITEG,GEN.MEDITERRANEA (EX ENRON),TURBO GAS,(en blanco),(en blanco),GAS NATURAL,5965.59
2014,2014-02-01,MMARTG03,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),TURBO GAS,(en blanco),(en blanco),GAS NATURAL,6048.247
2014,2014-02-01,MMARTG04,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),TURBO GAS,(en blanco),(en blanco),GAS NATURAL,7020.981000000001
2014,2014-02-01,MMARTG04,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),TURBO GAS,(en blanco),(en blanco),GAS OIL,0.9670000000000001
2014,2014-02-01,MMARTG05,MMAR,GMEDIT5G,GEN.MEDITERRANEA GRUPO 5,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,6701.692
2014,2014-02-01,MSEVTG01,MSEV,ARCOMSXA,ARCOR MARIO SEVESO ARROYITO,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,4560.488
2014,2014-02-01,NECOTV01,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,362.51300000000003
2014,2014-02-01,NECOTV01,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,2587.831
2014,2014-02-01,NECOTV02,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,788.412
2014,2014-02-01,NECOTV02,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,3894.554
2014,2014-02-01,NECOTV03,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,3376.289
2014,2014-02-01,NECOTV03,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,3074.9170000000004
2014,2014-02-01,NECOTV04,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,3835.576
2014,2014-02-01,NECOTV04,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,2788.02
2014,2014-02-01,NPUETV06,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,5.168
2014,2014-02-01,OBERTG01,OBER,EMISSANG,EMSA GENERACION,TURBO GAS,(en blanco),(en blanco),GAS OIL,1363.4180000000001
2014,2014-02-01,OLADTG01,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2030.1480000000001
2014,2014-02-01,OLADTG02,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1968.602
2014,2014-02-01,ORADDI01,ORAD,CTORANAG,CT ORAN - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,372.25800000000004
2014,2014-02-01,PARATG01,PARA,CTPARANG,CT PARANA - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2236.348
2014,2014-02-01,PARATG01,PARA,CTPARANG,CT PARANA - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS OIL,4.4030000000000005
2014,2014-02-01,PARATG02,PARA,CTPARANG,CT PARANA - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1981.796
2014,2014-02-01,PATATG01,PATA,ESURESUG,ENERGIA DEL SUR S.A.          ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,7687.984
2014,2014-02-01,PATATG02,PATA,ESURESUG,ENERGIA DEL SUR S.A.          ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,7763.339
2014,2014-02-01,PATATV01,PATA,ESURESUG,ENERGIA DEL SUR S.A.          ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,3078.315
2014,2014-02-01,PEHUDI01,PEHU,CTPEHUAG,CT PEHUAJO - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,1107.9370000000001
2014,2014-02-01,PHDZTG01,PHDZ,YPF-PHQA,YPF YAC P.HERNANDEZ AUTOG     ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,242.16400000000002
2014,2014-02-01,PHUITG01,PHUI,YPFPHUQA,YPF Autogenerador Pza. Huincul,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,6167.396000000001
2014,2014-02-01,PICADI01,PICA,CTPINDCG,CT PARQUE INDUSTR.CATAM-ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,942.5070000000001
2014,2014-02-01,PILATG12,PILA,CTPILARG,CT PILAR - EPEC,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,26869.989
2014,2014-02-01,PILATV02,PILA,EPECORDG,EPEC GENERACION               ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,3732.7090000000003
2014,2014-02-01,PILATV03,PILA,EPECORDG,EPEC GENERACION               ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,9439.114
2014,2014-02-01,PILATV04,PILA,EPECORDG,EPEC GENERACION               ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,5196.2480000000005
2014,2014-02-01,PINATG07,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,897.1930000000001
2014,2014-02-01,PINATG08,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,905.988
2014,2014-02-01,PINATG09,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,921.418
2014,2014-02-01,PINATG10,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,864.212
2014,2014-02-01,PIQIDI01,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,MOTOR DIESEL,(en blanco),(en blanco),GAS NATURAL,3313.063
2014,2014-02-01,PIRADI01,PIRA,CTPIRANG,CT PIRANE - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,1057.3220000000001
2014,2014-02-01,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,11039.431
2014,2014-02-01,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,3168.1910000000003
2014,2014-02-01,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,21546.907
2014,2014-02-01,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,3270.726
2014,2014-02-01,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,17120.139
2014,2014-02-01,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,3502.8030000000003
2014,2014-02-01,PPATDI01,PPAT,CTPATRIG,CT PASO DE LA PATRIA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,282.122
2014,2014-02-01,PPNOTG02,PPNO,GENELTUG,GENERADORA ELEC.TUCUMAN SA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,11369.92
2014,2014-02-01,PTR1TG23,PTR1,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1275.605
2014,2014-02-01,PTR1TG25,PTR1,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,411.368
2014,2014-02-01,RAFADI01,RAFA,CTRAFAEG,CT RAFAELA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,299.998
2014,2014-02-01,RCUATG02,RCUA,EPECORDG,EPEC GENERACION               ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1085.713
2014,2014-02-01,REALDI01,REAL,CTREALIG,CT REALICO - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,517.789
2014,2014-02-01,RESCDI01,RESC,CTRESCAG,C.T.REMED.DE ESCALADA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,438.92900000000003
2014,2014-02-01,ROCATG01,ROCA,CTROCARG,CT ROCA SA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,7883.986000000001
2014,2014-02-01,RSAUDI01,RSAU,CTMEDANG,C.MEDANITOS-RINCON SAUCES,MOTOR DIESEL,(en blanco),(en blanco),GAS NATURAL,5593.961
2014,2014-02-01,RTERTG01,RTER,GENCORDG,GENERADORA CORDOBA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1306.711
2014,2014-02-01,RTERTG02,RTER,GENCORDG,GENERADORA CORDOBA S.A.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1301.7350000000001
2014,2014-02-01,SARCTG21,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1095.028
2014,2014-02-01,SARCTG22,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1015.1360000000001
2014,2014-02-01,SARCTG23,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1023.1460000000001
2014,2014-02-01,SFRATG01,SFRA,EPECORDG,EPEC GENERACION               ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1172.0890000000002
2014,2014-02-01,SFRATG02,SFRA,EPECORDG,EPEC GENERACION               ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2546.165
2014,2014-02-01,SHELTG01,SHEL,SHELDSCA,SHELL CAPSA PTA. DOCK SUD     ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,463.589
2014,2014-02-01,SLTODI01,SLTO,CTSALTOG,CT SALTO - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,1069.179
2014,2014-02-01,SMARDI01,SMAR,EDECATKG,EDECAT GENERACION,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,55.264
2014,2014-02-01,SMTUTG01,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,19665.166
2014,2014-02-01,SMTUTG02,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,14677.177
2014,2014-02-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),CARBÓN MINERAL,2046.432
2014,2014-02-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,843.9440000000001
2014,2014-02-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,2396.81
2014,2014-02-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),CARBÓN MINERAL,2018.217
2014,2014-02-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,2771.692
2014,2014-02-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,1971.074
2014,2014-02-01,SNICTV13,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,3065.264
2014,2014-02-01,SNICTV13,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,4865.195000000001
2014,2014-02-01,SNICTV14,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,2213.827
2014,2014-02-01,SNICTV14,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,5013.926
2014,2014-02-01,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),CARBÓN MINERAL,75648.581
2014,2014-02-01,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,6097.984
2014,2014-02-01,SOESTG03,SOES,EPECORDG,EPEC GENERACION               ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,392.598
2014,2014-02-01,SOLATG01,SOLA,SOLALB2A,SOLALBAN ENERGIA SA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,2862.936
2014,2014-02-01,SORRTV13,SORR,CTSORREG,C.TERMICA SORRENTO            ,TURBO VAPOR,(en blanco),(en blanco),FUEL OIL,13716.857
2014,2014-02-01,SORRTV13,SORR,CTSORREG,C.TERMICA SORRENTO            ,TURBO VAPOR,(en blanco),(en blanco),GAS NATURAL,2675.3720000000003
2014,2014-02-01,SPE2DI01,SPE2,CTSAEN2G,CT SAENZ PEÑA II- ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,574.734
2014,2014-02-01,SPENDI01,SPEN,CTSAENZG,CT SAENZ PEÑA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,720.821
2014,2014-02-01,SROSDI01,SROS,CTSROSAG,CT SANTA ROSA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,453.076
2014,2014-02-01,TANDTG01,TAND,TERMOANG,C.T. SALTA (TERMOANDES),TURBO GAS,(en blanco),(en blanco),GAS NATURAL,33945.627
2014,2014-02-01,TANDTG02,TAND,TERMOANG,C.T. SALTA (TERMOANDES),TURBO GAS,(en blanco),(en blanco),GAS NATURAL,34817.891
2014,2014-02-01,TARDDI01,TARD,CTTARTAG,CT TARTAGAL - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,355.009
2014,2014-02-01,TERVDI01,TERV,CTTEREVG,CT TEREVINTOS - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,587.663
2014,2014-02-01,TIMBTG01,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,43649.332
2014,2014-02-01,TIMBTG02,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,43663.431
2014,2014-02-01,TINODI01,TINO,CTTINOGG,CT TINOGASTA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,677.249
2014,2014-02-01,TUCUTG01,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,25377.421000000002
2014,2014-02-01,TUCUTG02,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,26560.876
2014,2014-02-01,VANGDI01,VANG,CTVANGEG,CT VILLA ANGELA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,771.3760000000001
2014,2014-02-01,VGADDI01,VGAD,CTGVILLG,CT GRAL. VILLEGAS - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,693.7510000000001
2014,2014-02-01,VGESTG11,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1416.9470000000001
2014,2014-02-01,VGESTG11,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS OIL,9.317
2014,2014-02-01,VGESTG14,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,(en blanco),(en blanco),GAS OIL,336.641
2014,2014-02-01,VGESTG18,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,10846.366
2014,2014-02-01,VGESTG18,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,TURBO GAS,(en blanco),(en blanco),GAS OIL,114.551
2014,2014-02-01,VIALDI01,VIAL,CTVIALEG,CT VIALE - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,164.393
2014,2014-02-01,VMARTG02,VMAR,EPECORDG,EPEC GENERACION               ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,1140.0130000000001
2014,2014-02-01,VREGDI01,VREG,CTVREGIG,CT VILLA REGINA - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,87.027
2014,2014-02-01,VTUDDI01,VTUD,CTVTUERG,CT VENADO TUERTO - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,262.55
2014,2014-02-01,YPFATG01,YPFA,YPFLPEZA,YPF LOS PERALES AUTOG,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,8193.222
2014,2014-03-01,ABRODI01,ABRO,CTABROWG,C.T. ALMIRANTE BROWN - ENARSA,MOTOR DIESEL,(en blanco),(en blanco),GAS OIL,5.495
2014,2014-03-01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,5714.052000000001
2014,2014-03-01,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,12129.37
2014,2014-03-01,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,7537.51
2014,2014-03-01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,35978.043
2014,2014-03-01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,(en blanco),(en blanco),GAS NATURAL,31901.123
