AÑO,MES,MAQUINA,CENTRAL,AGENTE,AGENTE_DESCRIPCION,TIPO_MAQUINA,FUENTE_GENERACION,TECNOLOGIA,COMBUSTIBLE,CONSUMO
2013,2013-01-01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,11934.04
2013,2013-01-01,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,12138.14
2013,2013-01-01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,TURBO GAS,Térmica,CC,GAS NATURAL,33775.15
2013,2013-01-01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,45079.340000000004
2013,2013-01-01,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,49866.26
2013,2013-01-01,ALEMDI01,ALEM,CTALEMNG,CT ALEM - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,2173.14
2013,2013-01-01,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,MOTOR DIESEL,Térmica,DI,GAS NATURAL,2419.78
2013,2013-01-01,ALUMDI01,ALUM,CTALUMIG,CT ALUMINÉ - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,199.5
2013,2013-01-01,ANATDI01,ANAT,CTANATUG,CT AÑATUYA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1247.32
2013,2013-01-01,ANATDI02,ANAT,CTANAT2G,CT AÑATUYA II - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,358.29
2013,2013-01-01,APARTV01,APAR,SIDESN1A,SIDERAR PTA. IND. SAN NICOLAS ,TURBO VAPOR,Térmica,TV,GAS NATURAL,95.75
2013,2013-01-01,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),TURBO GAS,Térmica,TG,GAS NATURAL,24113.05
2013,2013-01-01,ARISDI01,ARIS,CTARISTG,CT ARISTOBULO DEL VALLE-ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1771.1000000000001
2013,2013-01-01,ARMATG01,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,565.13
2013,2013-01-01,ARMATG02,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,550.25
2013,2013-01-01,ARMATG03,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,3414.07
2013,2013-01-01,ARREDI01,ARRE,CTARRECG,CT ARRECIFES-ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,762.0500000000001
2013,2013-01-01,AVALTG21,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,TG,GAS NATURAL,456.03000000000003
2013,2013-01-01,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,CC,GAS NATURAL,5545.76
2013,2013-01-01,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,CC,GAS NATURAL,6257.56
2013,2013-01-01,BARIDI01,BARI,CTBARILG,CT BARILOCHE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,11.34
2013,2013-01-01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,FUEL OIL,6510.56
2013,2013-01-01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,25292.4
2013,2013-01-01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,FUEL OIL,6461.79
2013,2013-01-01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,23584.84
2013,2013-01-01,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,24987.33
2013,2013-01-01,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,2310.13
2013,2013-01-01,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,18421.23
2013,2013-01-01,BVILDI01,BVIL,CTBELLVG,CT BELL VILLE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,683.3000000000001
2013,2013-01-01,CASTDI01,CAST,CTCASTEG,CT CASTELLI - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1667.26
2013,2013-01-01,CATADI01,CATA,EDECATKG,EDECAT GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,543.53
2013,2013-01-01,CATDDI01,CATD,CTCATAMG,CT CATAMARCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1748.27
2013,2013-01-01,CAVIDI01,CAVI,CTCAVIAG,CT CAVIAHUE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,2.43
2013,2013-01-01,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO GAS,Térmica,CC,GAS NATURAL,40611.66
2013,2013-01-01,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO GAS,Térmica,CC,GAS NATURAL,46486.700000000004
2013,2013-01-01,CEREDI01,CERE,CTCERESG,CT CERES - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,871.49
2013,2013-01-01,CHARDI01,CHAR,CTCHARAG,CT CHARATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,31.64
2013,2013-01-01,CHARDI02,CHAR,CTCHARAG,CT CHARATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,243.24
2013,2013-01-01,CHLEDI01,CHLE,CTCHILEG,CT CHILECITO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,370.74
2013,2013-01-01,CIPODI01,CIPO,CTCIPOLG,CT CIPOLLETI - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,81.64
2013,2013-01-01,COLBDI01,COLB,CTCOLBSG,CT COLON BS.AS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,800.8000000000001
2013,2013-01-01,CORRDI01,CORR,CTCORRIG,CT CORRIENTES - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,695.86
2013,2013-01-01,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,46342.16
2013,2013-01-01,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,47374.700000000004
2013,2013-01-01,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,13091.76
2013,2013-01-01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,10107.5
2013,2013-01-01,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,1648.63
2013,2013-01-01,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,31181.72
2013,2013-01-01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,3504.25
2013,2013-01-01,CRIVTG21,CRIV,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,Térmica,TG,GAS NATURAL,1501.19
2013,2013-01-01,CRIVTG23,CRIV,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,Térmica,TG,GAS NATURAL,6.68
2013,2013-01-01,CRIVTG28,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,TURBO GAS,Térmica,CC,GAS NATURAL,102.39
2013,2013-01-01,CSARDI01,CSAR,CTCSARMG,CT CAPITAN SARMIENTO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,547.54
2013,2013-01-01,CURUTG01,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1450.82
2013,2013-01-01,CURUTG02,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1662.64
2013,2013-01-01,DFUNTG01,DFUN,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,535.3
2013,2013-01-01,DFUNTG02,DFUN,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,535.58
2013,2013-01-01,DIQUTG01,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,7.92
2013,2013-01-01,DIQUTG03,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,497.7
2013,2013-01-01,DIQUTG04,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,513.3100000000001
2013,2013-01-01,DSUDTG08,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,TG,GAS NATURAL,1356.73
2013,2013-01-01,DSUDTG09,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,CC,GAS NATURAL,49863.67
2013,2013-01-01,DSUDTG10,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,CC,GAS NATURAL,49602.18
2013,2013-01-01,EBARTG01,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,29085.350000000002
2013,2013-01-01,EBARTG01,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS OIL,5.49
2013,2013-01-01,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,26687.010000000002
2013,2013-01-01,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS OIL,4.79
2013,2013-01-01,ELOMDI01,ELOM,PETRELRA,YAC.ENTRE LOMAS AUTOGENERADOR,MOTOR DIESEL,Térmica,DI,GAS NATURAL,391.65000000000003
2013,2013-01-01,ENSETG01,ENSE,LAPLATAC,LA PLATA COGENERACION SA,TURBO GAS,Térmica,TG,GAS NATURAL,14642.16
2013,2013-01-01,ESQDDI01,ESQD,CTESQUIG,CT ESQUINA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,882.6
2013,2013-01-01,FILOTG02,FILO,FILOMORG,C.T. FILO MORADO              ,TURBO GAS,Térmica,TG,GAS NATURAL,0.09
2013,2013-01-01,FORDDI01,FORD,CTFORMOG,CT FORMOSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,198.23000000000002
2013,2013-01-01,FORDDI02,FORD,CTFORMOG,CT FORMOSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,196.3
2013,2013-01-01,GBELTG01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,45841.35999999999
2013,2013-01-01,GBELTG01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS OIL,0.62
2013,2013-01-01,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,47628.63
2013,2013-01-01,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS OIL,0.62
2013,2013-01-01,GEBATG01,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,42278.4
2013,2013-01-01,GEBATG02,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,41698.69
2013,2013-01-01,GEBATG03,GEBA,GENELPLG,GENELBA PLUS- PETROBRAS,TURBO GAS,Térmica,TG,GAS NATURAL,14036.67
2013,2013-01-01,GOYDDI01,GOYD,CTGOYADG,CT GOYA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1204.81
2013,2013-01-01,GUEMTG01,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,14291.73
2013,2013-01-01,GUEMTV11,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,900.8000000000001
2013,2013-01-01,GUEMTV12,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,3395.9500000000003
2013,2013-01-01,GUEMTV13,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,24404.3
2013,2013-01-01,INDETG01,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,4944.41
2013,2013-01-01,INDETG02,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,4531.6900000000005
2013,2013-01-01,INTADI01,INTA,CTINTACG,CT INTA CATAMARCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,229.44
2013,2013-01-01,ISVEDI01,ISVE,CTISLAVG,CT ISLA VERDE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,493.53000000000003
2013,2013-01-01,JUARDI01,JUAR,CTJUAREG,CT ING JUAREZ - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,536.62
2013,2013-01-01,JUNIDI01,JUNI,CTJUNING,CT JUNIN - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1803.68
2013,2013-01-01,LBANTG21,LBAN,CTNOASAG,C.T. NOA                      ,TURBO GAS,Térmica,TG,GAS NATURAL,3389.77
2013,2013-01-01,LBANTG22,LBAN,CTNOASAG,C.T. NOA                      ,TURBO GAS,Térmica,TG,GAS NATURAL,1662.23
2013,2013-01-01,LBANTG22,LBAN,CTNOASAG,C.T. NOA                      ,TURBO GAS,Térmica,TG,GAS OIL,29.79
2013,2013-01-01,LBLADI01,LBLA,CTLBLANG,CT LAGUNA BLANCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,929.15
2013,2013-01-01,LDCUTG21,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,3980.62
2013,2013-01-01,LDCUTG22,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,6388.97
2013,2013-01-01,LDCUTG23,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,Térmica,TG,GAS NATURAL,1768.95
2013,2013-01-01,LDCUTG24,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,Térmica,TG,GAS NATURAL,1808.57
2013,2013-01-01,LDCUTG25,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,37356.05
2013,2013-01-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,FUEL OIL,653.4300000000001
2013,2013-01-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,GAS NATURAL,5992.400000000001
2013,2013-01-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,FUEL OIL,611.65
2013,2013-01-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,GAS NATURAL,5383.3
2013,2013-01-01,LDLATG01,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,4985.39
2013,2013-01-01,LDLATG02,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,6377.84
2013,2013-01-01,LDLATG03,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,5940.900000000001
2013,2013-01-01,LEDETV01,LEDE,LEDESMYA,LEDESMA SAAI                  ,TURBO VAPOR,Térmica,TV,GAS NATURAL,380.11
2013,2013-01-01,LEVATG01,LEVA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,3103.09
2013,2013-01-01,LEVATG02,LEVA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,1435.7
2013,2013-01-01,LIBEDI01,LIBE,CTLIBSMG,CT LIBERTADOR GSM - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,105.49000000000001
2013,2013-01-01,LINCDI01,LINC,CTLINCOG,CT LINCOLN - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,787.96
2013,2013-01-01,LLOMDI01,LLOM,CTLOMITG,CT LAS LOMITAS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,614.25
2013,2013-01-01,LOBODI01,LOBO,CTLOBBSG,CT LOBOS BS.AS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,856.09
2013,2013-01-01,LPALDI01,LPAL,CTLPALMG,CT LAS PALMAS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,542.88
2013,2013-01-01,LPLADI01,LPLA,CTLAPLAG,CT LA PLATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,49.46
2013,2013-01-01,LRIDDI01,LRID,CTLARIOG,CT LA RIOJA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,61.42
2013,2013-01-01,LRIOTG21,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS NATURAL,1105.8
2013,2013-01-01,LRIOTG21,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS OIL,42.95
2013,2013-01-01,LRIOTG22,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS OIL,51.910000000000004
2013,2013-01-01,LRIOTG23,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS NATURAL,74.04
2013,2013-01-01,LRISDI01,LRIS,CTLARSUG,CT LA RIOJA SUR- ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,235.05
2013,2013-01-01,MAGDDI01,MAGD,CTMAGDAG,CT MAGDALENA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,16.3
2013,2013-01-01,MATHTG01,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1334.52
2013,2013-01-01,MATHTG02,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1300.23
2013,2013-01-01,MDAJTG15,MDAJ,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,2941.55
2013,2013-01-01,MDAJTG17,MDAJ,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,2289.92
2013,2013-01-01,MDPATG12,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,2147.59
2013,2013-01-01,MDPATG13,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,3699.42
2013,2013-01-01,MDPATG19,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,2334.96
2013,2013-01-01,MDPATG21,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,176.99
2013,2013-01-01,MDPATG22,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,3979.44
2013,2013-01-01,MDPATV08,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,GAS NATURAL,5799.4800000000005
2013,2013-01-01,MIR1DI01,MIR1,CTMIRMAG,CT MIRAMAR I - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,981.45
2013,2013-01-01,MMARTG01,MMAR,GMEDITEG,GEN.MEDITERRANEA (EX ENRON),TURBO GAS,Térmica,CC,GAS NATURAL,6068.74
2013,2013-01-01,MMARTG02,MMAR,GMEDITEG,GEN.MEDITERRANEA (EX ENRON),TURBO GAS,Térmica,CC,GAS NATURAL,5153.17
2013,2013-01-01,MMARTG03,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),TURBO GAS,Térmica,TG,GAS NATURAL,5065.9800000000005
2013,2013-01-01,MMARTG04,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),TURBO GAS,Térmica,TG,GAS NATURAL,5782.38
2013,2013-01-01,MMARTG05,MMAR,GMEDIT5G,GEN.MEDITERRANEA GRUPO 5,TURBO GAS,Térmica,TG,GAS NATURAL,5854.84
2013,2013-01-01,MOLITV01,MOLI,MRPLSLSA,MOL.RIO PLATA AUTOG. S.L.,TURBO VAPOR,Térmica,TV,GAS NATURAL,4350.78
2013,2013-01-01,MSEVTG01,MSEV,ARCOMSXA,ARCOR MARIO SEVESO ARROYITO,TURBO GAS,Térmica,TG,GAS NATURAL,4058.65
2013,2013-01-01,NECOTV01,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,GAS NATURAL,4053.01
2013,2013-01-01,NECOTV02,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,GAS NATURAL,4370.82
2013,2013-01-01,NECOTV03,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,GAS NATURAL,7554.39
2013,2013-01-01,NECOTV04,NECO,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,GAS NATURAL,6005.01
2013,2013-01-01,NIDETV,NIDE,NIDEJU1A,NIDERA SAFORCADA-Junin        ,TURBO VAPOR,Térmica,TV,GAS NATURAL,0.05
2013,2013-01-01,NPUETV05,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,FUEL OIL,2534.32
2013,2013-01-01,NPUETV05,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,GAS NATURAL,9138.710000000001
2013,2013-01-01,OBERTG01,OBER,EMISSANG,EMSA GENERACION,TURBO GAS,Térmica,TG,GAS OIL,405.15000000000003
2013,2013-01-01,OLADTG01,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1460.83
2013,2013-01-01,OLADTG02,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1353.59
2013,2013-01-01,ORADDI01,ORAD,CTORANAG,CT ORAN - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,572.21
2013,2013-01-01,PARATG01,PARA,CTPARANG,CT PARANA - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1446.07
2013,2013-01-01,PARATG02,PARA,CTPARANG,CT PARANA - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1514.6200000000001
2013,2013-01-01,PATATG01,PATA,ESURESUG,ENERGIA DEL SUR S.A.          ,TURBO GAS,Térmica,CC,GAS NATURAL,8589.43
2013,2013-01-01,PATATG02,PATA,ESURESUG,ENERGIA DEL SUR S.A.          ,TURBO GAS,Térmica,CC,GAS NATURAL,8563.130000000001
2013,2013-01-01,PATATV01,PATA,ESURESUG,ENERGIA DEL SUR S.A.          ,TURBO VAPOR,Térmica,CC,GAS NATURAL,3319.52
2013,2013-01-01,PEHUDI01,PEHU,CTPEHUAG,CT PEHUAJO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1612.24
2013,2013-01-01,PHDZTG01,PHDZ,YPF-PHQA,YPF YAC P.HERNANDEZ AUTOG     ,TURBO GAS,Térmica,TG,GAS NATURAL,542.1800000000001
2013,2013-01-01,PHUITG01,PHUI,YPFPHUQA,YPF Autogenerador Pza. Huincul,TURBO GAS,Térmica,TG,GAS NATURAL,5995.52
2013,2013-01-01,PICADI01,PICA,CTPINDCG,CT PARQUE INDUSTR.CATAM-ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,953.07
2013,2013-01-01,PILATG11,PILA,CTPILARG,CT PILAR - EPEC,TURBO GAS,Térmica,CC,GAS NATURAL,28411.36
2013,2013-01-01,PILATG12,PILA,CTPILARG,CT PILAR - EPEC,TURBO GAS,Térmica,CC,GAS NATURAL,29295.53
2013,2013-01-01,PILATV02,PILA,EPECORDG,EPEC GENERACION               ,TURBO VAPOR,Térmica,TV,GAS NATURAL,3192.26
2013,2013-01-01,PILATV04,PILA,EPECORDG,EPEC GENERACION               ,TURBO VAPOR,Térmica,TV,GAS NATURAL,7604.99
2013,2013-01-01,PINATG07,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1168.46
2013,2013-01-01,PINATG08,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1138.96
2013,2013-01-01,PINATG09,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1141.5
2013,2013-01-01,PINATG10,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1117.43
2013,2013-01-01,PIQIDI01,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,MOTOR DIESEL,Térmica,DI,GAS NATURAL,3381.5
2013,2013-01-01,PIRADI01,PIRA,CTPIRANG,CT PIRANE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,253.14000000000001
2013,2013-01-01,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,FUEL OIL,5255.46
2013,2013-01-01,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,GAS NATURAL,90.42
2013,2013-01-01,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,FUEL OIL,2350.4500000000003
2013,2013-01-01,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,GAS NATURAL,23674.4
2013,2013-01-01,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,FUEL OIL,10131.97
2013,2013-01-01,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,GAS NATURAL,17376.91
2013,2013-01-01,POSATG02,POSA,EMISSANG,EMSA GENERACION,TURBO GAS,Térmica,TG,GAS OIL,33.410000000000004
2013,2013-01-01,PPATDI01,PPAT,CTPATRIG,CT PASO DE LA PATRIA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,617.91
