AÑO,MES,BALANCE,TIPO,ENERGIA
2015,2015-09-01,OFERTA,Hidráulica,4243373.762
2015,2015-09-01,OFERTA,Renovable,83494.389
2015,2015-10-01,OFERTA,Hidráulica,4218252.704
2015,2015-10-01,OFERTA,Renovable,87903.05
2015,2015-11-01,OFERTA,Hidráulica,3193156.902
2015,2015-11-01,OFERTA,Renovable,72984.891
2015,2015-12-01,OFERTA,Hidráulica,3707167.886
2015,2015-12-01,OFERTA,Renovable,78122.106
2016,2016-01-01,OFERTA,Hidráulica,3583715.882
2016,2016-01-01,OFERTA,Renovable,80648.587
2016,2016-02-01,OFERTA,Hidráulica,3035064.654
2016,2016-02-01,OFERTA,Renovable,267681.035
2016,2016-03-01,OFERTA,Hidráulica,2762781.131
2016,2016-03-01,OFERTA,Renovable,269409.542
2016,2016-03-01,OFERTA,Térmica,7182101.192
2016,2016-04-01,OFERTA,Hidráulica,2825590.728
2016,2016-04-01,OFERTA,Importacion,183139.042
2016,2016-04-01,OFERTA,Nuclear,704573.936
2016,2016-04-01,OFERTA,Renovable,224207.257
2016,2016-04-01,OFERTA,Térmica,6703769.991
2015,2015-12-01,DEMANDA,Gran Usuario,2152445.433
2015,2015-12-01,DEMANDA,Distribuidor,9756990.128
2016,2016-01-01,DEMANDA,Gran Usuario,2082350.188
2016,2016-01-01,DEMANDA,Distribuidor,10262561.574
2016,2016-02-01,DEMANDA,Gran Usuario,2044457.932
2016,2016-02-01,DEMANDA,Distribuidor,9705250.749
2016,2016-02-01,DEMANDA,Perdidas,343021.734
2016,2016-03-01,DEMANDA,Gran Usuario,2112665.798
2016,2016-03-01,DEMANDA,Distribuidor,8345791.452
2016,2016-03-01,DEMANDA,Exportacion,22427.321
2016,2016-03-01,DEMANDA,Perdidas,314143.005
2016,2016-04-01,DEMANDA,Gran Usuario,2037392.541
2016,2016-04-01,DEMANDA,Distribuidor,8246584.591
2016,2016-04-01,DEMANDA,Bombeo,49055.696
2016,2016-04-01,DEMANDA,Exportacion,68714.651
2016,2016-04-01,DEMANDA,Perdidas,239533.475
2015,2015-06-01,OFERTA,Hidráulica,3736974.15
2016,2016-04-01,OFERTA,Térmica,6766329.919
2016,2016-05-01,OFERTA,Hidráulica,3465194.068
2016,2016-05-01,OFERTA,Importacion,188607.565
2016,2016-05-01,OFERTA,Nuclear,749102.828
2016,2016-05-01,OFERTA,Renovable,175115.009
2016,2016-05-01,OFERTA,Térmica,7149786.67
2015,2015-06-01,DEMANDA,Perdidas,565820.422
2016,2016-02-01,DEMANDA,Distribuidor,9687387.169
2016,2016-02-01,DEMANDA,Perdidas,360885.314
2016,2016-03-01,DEMANDA,Gran Usuario,2112628.764
2016,2016-03-01,DEMANDA,Distribuidor,8346389.342
2016,2016-03-01,DEMANDA,Perdidas,313582.149
2016,2016-04-01,DEMANDA,Gran Usuario,2039482.29
2016,2016-04-01,DEMANDA,Distribuidor,8251631.529
2016,2016-04-01,DEMANDA,Perdidas,294956.716
2016,2016-05-01,DEMANDA,Gran Usuario,2059561.637
2016,2016-05-01,DEMANDA,Distribuidor,9290786.078
2016,2016-05-01,DEMANDA,Bombeo,42220.61
2016,2016-05-01,DEMANDA,Exportacion,1675.17
2016,2016-05-01,DEMANDA,Perdidas,333562.645
